region,day_type,time_slice,hour,flow_pems,flow_sl,speed_pems,speed_sl,flow_abs_error,speed_abs_error,flow_pct_error,speed_pct_error
rural,weekday,off_peak,19,2381.2454545454543,3203.086363636364,65.94636363636364,69.66363636363636,821.8409090909095,3.7172727272727144,34.51306993666418,5.63681228546613
rural,weekday,off_peak,20,2000.9863636363636,2823.2227272727273,65.70363636363636,70.16818181818182,822.2363636363636,4.464545454545458,41.09155257520723,6.7949746796911805
rural,weekday,off_peak,21,1674.5454545454545,2163.390909090909,65.83818181818182,70.92727272727272,488.8454545454547,5.089090909090899,29.192725298588503,7.729695396426485
rural,weekday,off_peak,22,1305.9772727272727,1438.3272727272727,65.89272727272727,71.82272727272728,132.3499999999999,5.930000000000007,10.134173294119687,8.999475731905864
rural,weekday,off_peak,23,971.7363636363636,926.1,65.095,71.5909090909091,45.636363636363626,6.495909090909095,4.696372940659175,9.97912142393286
rural,weekday,pm_peak,15,3743.7478260869566,4360.98695652174,61.017826086956525,66.0,617.239130434783,4.982173913043475,16.487198366668146,8.165112119765423
rural,weekday,pm_peak,16,3702.2136363636364,4171.504545454545,61.40954545454546,66.72727272727273,469.2909090909088,5.317727272727275,12.67595431234629,8.659447376407284
rural,weekday,pm_peak,17,3660.509090909091,4059.4954545454543,61.849545454545456,66.41363636363636,398.9863636363634,4.5640909090909005,10.8997506556465,7.379344303257891
rural,weekday,pm_peak,18,3088.5272727272727,3732.0454545454545,62.981818181818184,67.85909090909091,643.5181818181818,4.877272727272725,20.83576167517322,7.7439376443417975
rural,weekend,am_peak,6,1473.625,1685.275,66.46625,73.5,211.6500000000001,7.033749999999998,14.362541352107902,10.582438455607166
rural,weekend,am_peak,7,1896.2625,2038.875,66.8175,73.8,142.61249999999995,6.982500000000002,7.520715090869537,10.450106633741164
rural,weekend,am_peak,8,2690.3375,2681.875,66.84375,73.4625,8.462500000000091,6.618750000000006,0.31455161294819295,9.901823281907442
rural,weekend,am_peak,9,3605.9375,3619.525,64.3375,71.5,13.587500000000091,7.162499999999994,0.3768090822428312,11.132698659413242
rural,weekend,midday,10,4210.9625,4292.8125,59.765,68.5,81.85000000000036,8.735,1.9437361410841434,14.615577679243705
rural,weekend,midday,11,4293.7125,4559.4125,54.447500000000005,64.9875,265.7000000000007,10.539999999999992,6.188118091278835,19.358097249644135
rural,weekend,midday,12,4227.425,4497.35,51.34625,63.5625,269.9250000000002,12.216250000000002,6.385092579998466,23.79190301141759
rural,weekend,midday,13,4087.5125,4329.8375,48.66375,63.525,242.32499999999982,14.861249999999998,5.928422237240861,30.538645295522844
rural,weekend,midday,14,4136.5875,4311.3625,49.644999999999996,64.075,174.77500000000055,14.430000000000007,4.225101004148965,29.066371235774014
rural,weekend,off_peak,0,945.6375,733.075,66.2875,72.2625,212.5625,5.9750000000000085,22.478222363220578,9.013765792947401
