region,day_type,time_slice,feature,mae,mape_pct,mean_pems,mean_sl
urban,weekday,am_peak,hour_sin,0.0,0.0,0.8847645028150137,0.8847645028150137
urban,weekday,am_peak,hour_cos,0.0,0.0,-0.3664814565722671,-0.3664814565722671
urban,weekday,am_peak,dow_sin,0.0,0.0,0.3479115430774451,0.3479115430774451
urban,weekday,am_peak,dow_cos,0.0,0.0,-0.1577536583204708,-0.1577536583204708
urban,weekday,midday,flow,1864.0632411067193,49.190262329013024,3789.496442687747,4572.958893280633
urban,weekday,midday,speed,6.875652173913044,11.086128859980857,62.0203162055336,61.66798418972332
urban,weekday,midday,density_proxy,36.30718297720635,56.45653083494051,64.30997873984867,75.43835269435192
urban,weekday,midday,flow_diff1,519.5699604743083,122.27631870247824,246.81660079051383,215.44584980237155
urban,weekday,midday,speed_diff1,3.94094861660079,141.6560111385787,-1.0742292490118577,-1.6980237154150197
urban,weekday,midday,hour_sin,0.0,0.0,1.1330418377795077e-16,1.1330418377795077e-16
urban,weekday,midday,hour_cos,0.0,0.0,-0.9327804920294027,-0.9327804920294027
urban,weekday,midday,dow_sin,0.0,0.0,0.34791154307744515,0.34791154307744515
urban,weekday,midday,dow_cos,0.0,0.0,-0.1577536583204708,-0.1577536583204708
urban,weekday,off_peak,flow,913.6187683284458,71.49456465615168,1277.8856304985338,1592.8511730205278
urban,weekday,off_peak,speed,5.163352898019076,7.755298146977813,66.57839325018342,64.56456346294938
urban,weekday,off_peak,density_proxy,14.444120522880093,74.4137417809713,19.410555331829404,24.763625162846814
urban,weekday,off_peak,flow_diff1,396.5557184750733,88.15142628284785,-82.48423753665689,-132.12133431085044
urban,weekday,off_peak,speed_diff1,2.052675953079179,177.27862728337612,0.5410923753665688,0.1466275659824047
urban,weekday,off_peak,hour_sin,0.0,0.0,0.013297891356300554,0.013297891356300554
urban,weekday,off_peak,hour_cos,0.0,0.0,0.6911470465174027,0.6911470465174027
urban,weekday,off_peak,dow_sin,0.0,0.0,0.36367354473460245,0.36367354473460245
urban,weekday,off_peak,dow_cos,0.0,0.0,-0.1427694807079315,-0.1427694807079315
urban,weekday,pm_peak,flow,2007.4187946884576,50.91755931037055,3942.488253319714,4698.807967313585
urban,weekday,pm_peak,speed,14.473544433094993,27.22295015196868,53.16670071501532,52.84984678243105
urban,weekday,pm_peak,density_proxy,76.4666696615109,80.56533208055814,94.91262269613817,105.35864523241317
urban,weekday,pm_peak,flow_diff1,538.9918283963228,123.45365045645329,-256.08988764044943,-198.15628192032688
urban,weekday,pm_peak,speed_diff1,7.659754851889683,130.75447681818974,0.8838610827374873,1.177732379979571
urban,weekday,pm_peak,hour_sin,0.0,0.0,-0.8827683486394127,-0.8827683486394127
urban,weekday,pm_peak,hour_cos,0.0,0.0,-0.37030870741063004,-0.37030870741063004
urban,weekday,pm_peak,dow_sin,0.0,0.0,0.37426419303907443,0.37426419303907443
urban,weekday,pm_peak,dow_cos,0.0,0.0,-0.1327014602446748,-0.1327014602446748
urban,weekend,am_peak,flow,924.2443181818181,49.197021570026976,1878.659090909091,1998.215909090909
urban,weekend,am_peak,speed,4.96875,7.529186899473086,65.99318181818181,66.54261363636364
urban,weekend,am_peak,density_proxy,13.619923968521691,47.41595183210684,28.724350017791288,29.527452074306378
urban,weekend,am_peak,flow_diff1,292.4318181818182,69.1486074350741,414.2556818181818,458.41477272727275
urban,weekend,am_peak,speed_diff1,1.3306818181818185,132.992617830778,-0.3454545454545456,-0.05965909090909091
urban,weekend,am_peak,hour_sin,0.0,0.0,0.8847645028150136,0.8847645028150136
urban,weekend,am_peak,hour_cos,0.0,0.0,-0.366481456572267,-0.366481456572267
urban,weekend,am_peak,dow_sin,0.0,0.0,-0.8783796973249269,-0.8783796973249269
