region,feature_group,time_slice,day_type,n_pairs,energy,wasserstein,mmd,flow_error_abs,flow_error_pct,speed_error_abs,speed_error_pct,mean_flow_pems,mean_flow_sl,mean_speed_pems,mean_speed_sl
high,dynamics,midday,weekday,1265,0.5217661353918315,0.6796164523380044,0.18275364320990972,2458.018972332016,55.73978965332416,7.230197628458499,12.433693403190333,4409.810276679842,6572.294071146245,58.15003952569169,57.21106719367589
high,dynamics,midday,weekend,440,0.37136419158679335,0.543097264612404,0.1334097660720277,1884.8363636363636,41.211629705162686,6.91409090909091,11.46425287529582,4573.554545454545,6076.463636363636,60.31,59.95454545454545
high,dynamics,off_peak,weekday,2728,0.11454228392747012,0.28382900388478816,0.03304900551167156,1201.5318914956013,56.25627197605154,2.8377932551319653,4.221518045128772,2135.8185483870966,2705.659090909091,67.22210410557184,66.15395894428153
high,dynamics,off_peak,weekend,968,0.1630490655100325,0.31871463656572174,0.048940685232086945,1095.9597107438017,50.550394629757044,2.9857438016528923,4.453532377559448,2168.0537190082646,2544.180785123967,67.04214876033058,66.02685950413223
high,dynamics,pm_peak,weekday,979,0.5025194236317176,0.6630112456338229,0.1604072984956395,2253.9581205311542,49.75387151804634,10.727374872318691,18.97257836366231,4530.216547497446,6367.545454545455,56.5414708886619,51.550561797752806
high,dynamics,pm_peak,weekend,352,0.5531665450675125,0.6807876574281857,0.1743046649175728,2067.431818181818,46.25832697686245,7.036363636363635,11.451609920289988,4469.318181818182,5971.9375,61.44431818181818,58.20738636363637
low,dynamics,am_peak,weekday,828,0.11678268714329221,0.26465060271449536,0.04967157276052492,679.6690821256038,52.852398787364244,2.591545893719807,3.874320215508837,1285.975845410628,1185.193236714976,66.8903381642512,64.95531400966183
low,dynamics,am_peak,weekend,288,0.17702118856914284,0.32334562352606866,0.09280323216453534,289.2638888888889,47.44380470747695,1.6291666666666664,2.4141514967533464,609.6979166666666,632.1909722222222,67.48402777777778,67.48263888888889
low,dynamics,midday,weekday,1035,0.21697962684727745,0.44843625791849295,0.04843851762503015,778.2,56.81185446845549,3.0716908212560385,4.647477597321911,1369.784541062802,1733.584541062802,66.09371980676329,64.06280193236715
low,dynamics,midday,weekend,360,0.15806059346675827,0.37752567104065055,0.0374479403889002,714.1722222222222,48.63764573681393,2.3877777777777776,3.5800854622541705,1468.3527777777779,1808.125,66.69611111111112,65.96944444444445
low,dynamics,off_peak,weekday,2232,0.21474584667609964,0.3882985965773057,0.1050784306902044,137.9144265232975,52.70073617531244,2.4615591397849466,3.662521648354726,261.69354838709677,321.2334229390681,67.20940860215053,65.27374551971326
low,dynamics,off_peak,weekend,792,0.2219852728620224,0.4042428029839559,0.10874008486587938,122.06565656565657,47.810884992952694,2.5727272727272728,3.8237932419296112,255.30934343434345,288.9179292929293,67.28207070707072,65.41035353535354
low,dynamics,pm_peak,weekday,801,0.15265199564184018,0.3339898450271027,0.03519804604150656,872.1335830212234,58.30173767101508,3.684644194756554,5.5681119282186335,1495.896379525593,1865.5605493133583,66.17403245942572,63.227215980024965
low,dynamics,pm_peak,weekend,288,0.26336864537018734,0.4629468863612315,0.06459108018788395,615.4861111111111,48.59527151504518,3.022916666666667,4.512470715070596,1266.5555555555557,1608.1458333333333,66.99027777777776,65.29166666666667
rural,dynamics,am_peak,weekday,920,0.5925894410974042,0.6423377638158055,0.1690453115209083,486.55326086956524,14.323669642571438,11.663804347826087,20.187374777774643,3396.8478260869565,3359.157608695652,57.77771739130435,69.43913043478261
rural,dynamics,am_peak,weekend,320,0.07430967100590369,0.21880507998889542,0.029182638035534558,400.190625,16.56047578343526,6.949375000000001,10.510842644584352,2416.540625,2506.3875,66.11625,73.065625
rural,dynamics,midday,weekday,1150,0.2675178983600297,0.35169873986623695,0.10613848301324147,645.62,18.45952612470112,10.203826086956523,17.564889381193307,3497.4895652173914,4006.6939130434785,58.09217391304348,67.6295652173913
rural,dynamics,midday,weekend,400,0.15736708778264208,0.35259946901340733,0.0392897810484536,494.38,11.79555453755929,12.411,23.517485101424008,4191.24,4398.155,52.773500000000006,64.93
rural,dynamics,off_peak,weekday,2480,0.07869115862966192,0.23150754967386322,0.032241104014196664,574.7608870967742,39.19473285211362,5.537701612903226,8.499278704676136,1466.4237903225805,1392.516129032258,65.15495967741936,70.5733870967742
rural,dynamics,off_peak,weekend,880,0.07993349595582044,0.23413907209665696,0.026822683813262693,377.2227272727273,23.67618665869748,6.034204545454545,9.241015413584211,1593.2579545454546,1386.771590909091,65.29806818181818,71.32272727272728
rural,dynamics,pm_peak,weekday,890,0.0658348134873008,0.2262683231361058,0.022356129302727235,637.9820224719101,17.96656495810415,6.145730337078652,9.943625459258895,3550.9404494382024,4084.1539325842696,61.80573033707865,66.74157303370787
rural,dynamics,pm_peak,weekend,320,0.17256597808167484,0.3723666196951194,0.04863123403498093,492.040625,12.397180945002287,12.4221875,23.50808716993406,3968.971875,4257.2,52.8421875,64.878125
urban,dynamics,am_peak,weekday,1012,0.06225627428839342,0.23077086620427514,0.021413042035616114,2331.26185770751,66.10114167814471,11.737351778656127,20.48092640232842,3526.810276679842,4205.744071146245,57.30869565217392,57.69268774703557
urban,dynamics,am_peak,weekend,352,0.03831138606665885,0.17987529544326164,0.012667761259513077,924.2443181818181,49.197021570026976,4.96875,7.529186899473086,1878.659090909091,1998.215909090909,65.99318181818181,66.54261363636364
urban,dynamics,midday,weekday,1265,0.11239383953620297,0.21922583853152489,0.04247224112531145,1864.0632411067193,49.190262329013024,6.875652173913044,11.086128859980857,3789.496442687747,4572.958893280633,62.0203162055336,61.66798418972332
urban,dynamics,midday,weekend,440,0.11027537827251832,0.2635159536777695,0.04650242638156776,1377.0659090909091,40.435824847875736,5.365681818181819,8.379801020100306,3405.559090909091,3968.4113636363636,64.03113636363636,64.95681818181818
urban,dynamics,off_peak,weekday,2728,0.06150965529356789,0.20864064402606253,0.020414654420000677,913.6187683284458,71.49456465615168,5.163352898019076,7.749175411716064,1277.8856304985338,1592.8511730205278,66.58214809384164,64.56456346294938
urban,dynamics,off_peak,weekend,968,0.08567623007407033,0.2428803958417756,0.033716544251257696,641.9803719008264,55.41652212917327,5.026652892561983,7.56392917657666,1158.4638429752067,1408.6363636363637,66.4555785123967,65.0909090909091
urban,dynamics,pm_peak,weekday,979,0.043090733462046504,0.15401457206157187,0.014856981088623322,2007.4187946884576,50.91755931037055,14.473544433094993,27.22295015196868,3942.488253319714,4698.807967313585,53.16670071501532,52.84984678243105
urban,dynamics,pm_peak,weekend,352,0.11316318059607822,0.25888064036241387,0.04374909584498177,1479.9204545454545,44.39092977477823,5.2653409090909085,8.312478135679878,3333.8352272727275,3986.9375,63.34261363636363,64.01136363636364
